datetime,t2m,stl1,ssr,e,tp
01/01/2019 0:00,273.05008,274.21002,4061337,-0.000500273,0.000463601
01/01/2019 1:00,272.39,273.9027,1,2.79E-07,1.38E-05
01/01/2019 2:00,271.56403,273.66574,1,1.87E-06,1.63E-05
01/01/2019 3:00,271.8623,273.6053,1,2.80E-06,1.69E-05
01/01/2019 4:00,271.65994,273.5533,1,3.55E-06,1.69E-05
01/01/2019 5:00,271.3546,273.4727,1,4.77E-06,1.69E-05
01/01/2019 6:00,271.96054,273.4355,1,5.51E-06,1.69E-05
01/01/2019 7:00,272.26352,273.40863,17248,6.07E-06,1.69E-05
01/01/2019 8:00,273.20422,273.4982,213434,5.23E-06,1.69E-05
01/01/2019 9:00,275.11325,273.74234,718271,-9.63E-06,1.76E-05
01/01/2019 10:00,275.49448,273.96634,1229936,-4.04E-05,1.88E-05
01/01/2019 11:00,275.73978,274.38025,1796934,-7.68E-05,1.88E-05
01/01/2019 12:00,275.97568,274.85733,2307521,-0.000110861,1.88E-05
01/01/2019 13:00,275.99335,275.17538,2648511,-0.00013638,1.88E-05
01/01/2019 14:00,275.90628,275.30798,2946024,-0.000155916,1.88E-05
01/01/2019 15:00,275.50034,275.1615,3067831,-0.000164796,1.88E-05
01/01/2019 16:00,274.2908,274.55405,3070706,-0.000165731,1.88E-05
01/01/2019 17:00,273.68546,273.8037,3070706,-0.000164796,1.88E-05
01/01/2019 18:00,273.50955,273.61108,3070706,-0.000163394,1.88E-05
01/01/2019 19:00,274.08844,273.52643,3070706,-0.000162085,1.88E-05
01/01/2019 20:00,273.64722,273.47626,3070706,-0.00016115,1.88E-05
01/01/2019 21:00,272.6977,273.40012,3070706,-0.000159561,1.88E-05
01/01/2019 22:00,272.8836,273.36472,3070706,-0.000158346,1.88E-05
01/01/2019 23:00,272.68356,273.33066,3070706,-0.000157411,1.88E-05
02/01/2019 0:00,273.02832,273.34903,3070706,-0.000157785,1.88E-05
02/01/2019 1:00,272.9436,273.33066,1,-9.50E-08,1.86E-09
02/01/2019 2:00,272.46002,273.28094,1,3.72E-07,1.86E-09
02/01/2019 3:00,271.72522,273.22675,1,1.03E-06,3.58E-05
02/01/2019 4:00,271.63757,273.17972,1,1.59E-06,0.000466738
02/01/2019 5:00,271.4105,273.15686,1,1.03E-06,0.001092188
02/01/2019 6:00,271.5046,273.14343,1,2.79E-07,0.001326811
02/01/2019 7:00,271.71463,273.1291,14014,2.79E-07,0.001345003
02/01/2019 8:00,272.96594,273.16718,273439,-9.50E-08,0.001345003
02/01/2019 9:00,275.28854,273.32172,813490,-5.14E-06,0.001371352
02/01/2019 10:00,276.72754,273.47043,1605779,-8.86E-05,0.001420284
02/01/2019 11:00,277.37408,273.63977,2542513,-0.000202746,0.001469215
02/01/2019 12:00,277.83765,273.8803,3566920,-0.0003094,0.001533831
02/01/2019 13:00,277.70764,274.2414,4387954.5,-0.000388385,0.001616012
02/01/2019 14:00,276.71518,274.4461,4783200.5,-0.000431757,0.002486123
02/01/2019 15:00,275.65567,274.28482,4973637.5,-0.00046896,0.002638565
02/01/2019 16:00,274.94617,274.0434,4977231,-0.000506069,0.002669932
02/01/2019 17:00,274.35788,273.85522,4977231,-0.000534018,0.002678087
02/01/2019 18:00,273.74368,273.7782,4977231,-0.000553927,0.002692517
02/01/2019 19:00,273.7466,273.76923,4977231,-0.000582063,0.002854995
02/01/2019 20:00,273.69016,273.78848,4977231,-0.000613096,0.00306076
02/01/2019 21:00,273.6172,273.79343,4977231,-0.000640671,0.00324457
02/01/2019 22:00,273.44836,273.78806,4977231,-0.000668152,0.003370035
02/01/2019 23:00,273.10538,273.76025,4977231,-0.000694512,0.00341144
03/01/2019 0:00,272.60886,273.7065,4977231,-0.0007176,0.003418341
03/01/2019 1:00,272.0688,273.63885,1,-1.81E-05,6.28E-07
03/01/2019 2:00,271.56168,273.5654,1,-3.19E-05,6.28E-07
03/01/2019 3:00,271.17636,273.49643,1,-4.27E-05,6.28E-07
03/01/2019 4:00,270.9575,273.43997,1,-5.22E-05,6.28E-07
03/01/2019 5:00,270.68393,273.3804,1,-6.03E-05,6.28E-07
03/01/2019 6:00,270.41275,273.32126,1,-6.78E-05,6.28E-07
03/01/2019 7:00,270.76395,273.2814,20482,-7.60E-05,6.28E-07
03/01/2019 8:00,271.25754,273.28543,272361,-9.54E-05,6.28E-07
03/01/2019 9:00,271.9082,273.33292,902240,-0.000129837,6.28E-07
03/01/2019 10:00,272.57593,273.40054,1766393,-0.00018293,3.33E-05
03/01/2019 11:00,272.79242,273.4552,2518080,-0.000235649,0.000109784
03/01/2019 12:00,273.20187,273.52777,3287373,-0.000296968,0.000404004
03/01/2019 13:00,273.2542,273.5829,3913658.5,-0.000353239,0.000465482
03/01/2019 14:00,273.25482,273.62903,4422089,-0.000397078,0.000474265
03/01/2019 15:00,272.7224,273.58868,4625821,-0.000421475,0.000474893
03/01/2019 16:00,271.99997,273.48926,4630492,-0.000429794,0.000501867
03/01/2019 17:00,271.69464,273.43237,4630492,-0.000436337,0.000542017
03/01/2019 18:00,271.41403,273.3849,4630492,-0.000441852,0.000615416
03/01/2019 19:00,271.12988,273.33514,4630492,-0.000445778,0.000648037
03/01/2019 20:00,270.95575,273.28766,4630492,-0.000448489,0.000703869
03/01/2019 21:00,270.85397,273.2487,4630492,-0.000451013,0.000740254
03/01/2019 22:00,270.71512,273.20615,4630492,-0.000453911,0.000762839
03/01/2019 23:00,270.591,273.16583,4630492,-0.00045793,0.000772249
04/01/2019 0:00,270.41275,273.12372,4630492,-0.000463071,0.000773503
04/01/2019 1:00,270.14035,273.078,1,-5.33E-06,1.86E-09
04/01/2019 2:00,269.9874,273.03635,1,-1.09E-05,1.86E-09
04/01/2019 3:00,269.765,272.99426,1,-1.63E-05,1.86E-09
04/01/2019 4:00,269.64676,272.9535,1,-2.03E-05,1.86E-09
04/01/2019 5:00,269.57736,272.91586,1,-2.41E-05,3.76E-06
04/01/2019 6:00,269.45853,272.87375,1,-2.69E-05,1.51E-05
04/01/2019 7:00,269.8562,272.8518,15810,-2.93E-05,0.000138642
04/01/2019 8:00,270.3845,272.86032,244694,-3.63E-05,0.000228979
04/01/2019 9:00,270.93045,272.88986,791931,-5.06E-05,0.000290457
04/01/2019 10:00,271.53992,272.93915,1596077,-6.84E-05,0.000341898
04/01/2019 11:00,271.8776,272.9853,2287399,-8.86E-05,0.000396475
04/01/2019 12:00,271.8576,273.01038,2802657,-0.000121798,0.000438508
04/01/2019 13:00,271.80347,273.02695,3198263,-0.000150401,0.000471756
04/01/2019 14:00,271.5999,273.02963,3504039.5,-0.000173396,0.000508141
04/01/2019 15:00,271.32108,273.01755,3640579.5,-0.000187043,0.000518806
04/01/2019 16:00,270.75455,272.97498,3645609.5,-0.000191997,0.000520688
04/01/2019 17:00,270.03387,272.9217,3645609.5,-0.000194334,0.000520688
04/01/2019 18:00,269.74384,272.84506,3645609.5,-0.000194427,0.000521315
04/01/2019 19:00,270.39685,272.78192,3645609.5,-0.000194147,0.000521943
04/01/2019 20:00,270.39743,272.7331,3645609.5,-0.00019396,0.00052508
04/01/2019 21:00,269.8721,272.68604,3645609.5,-0.000193866,0.000542017
04/01/2019 22:00,269.60678,272.652,3645609.5,-0.000193773,0.000586558
04/01/2019 23:00,269.98505,272.64304,3645609.5,-0.000194147,0.000665601
05/01/2019 0:00,270.25272,272.63498,3645609.5,-0.000195362,0.000768485
05/01/2019 1:00,270.4292,272.63632,1,-1.96E-06,0.00010163
05/01/2019 2:00,270.5457,272.63544,1,-4.58E-06,0.000170009
05/01/2019 3:00,270.59686,272.63275,1,-7.95E-06,0.000225214
05/01/2019 4:00,270.7163,272.6314,1,-1.15E-05,0.000303004
05/01/2019 5:00,270.84103,272.63184,1,-1.49E-05,0.000400867
05/01/2019 6:00,270.99927,272.63318,1,-1.80E-05,0.000541389
05/01/2019 7:00,270.68158,272.63364,7187,-2.10E-05,0.000728335
05/01/2019 8:00,271.09457,272.64975,107436,-2.44E-05,0.000891442
05/01/2019 9:00,271.82642,272.68427,355004,-3.08E-05,0.001013773
05/01/2019 10:00,272.5724,272.72638,672997,-3.97E-05,0.001195699
05/01/2019 11:00,273.15128,272.7734,1015784,-4.94E-05,0.001483018
05/01/2019 12:00,273.5178,272.81326,1308266,-5.88E-05,0.001865691
05/01/2019 13:00,273.56955,272.84598,1530323,-6.63E-05,0.002410216
05/01/2019 14:00,273.32895,272.86612,1621230,-7.11E-05,0.003180582
05/01/2019 15:00,273.08008,272.88135,1661473,-7.39E-05,0.004099624
05/01/2019 16:00,273.10422,272.8939,1662910,-7.51E-05,0.004838623
05/01/2019 17:00,273.2454,272.91003,1662910,-7.60E-05,0.005322298
05/01/2019 18:00,273.39835,272.92795,1662910,-7.84E-05,0.005619654
05/01/2019 19:00,273.41306,272.9441,1662910,-8.36E-05,0.005987271
05/01/2019 20:00,273.5513,272.95975,1662910,-9.06E-05,0.006052514
05/01/2019 21:00,273.73016,272.9759,1662910,-9.94E-05,0.006152887
05/01/2019 22:00,273.95782,272.9947,1662910,-0.000109272,0.006184254
05/01/2019 23:00,273.6537,273.0068,1662910,-0.000113946,0.006189273
06/01/2019 0:00,272.94006,273.00455,1662910,-0.000112637,0.0061899
06/01/2019 1:00,272.8471,273.0095,1,9.25E-06,2.51E-06
06/01/2019 2:00,272.7771,273.018,1,1.64E-05,1.00E-05
06/01/2019 3:00,272.4912,273.02158,1,2.44E-05,4.33E-05
06/01/2019 4:00,272.0982,273.02023,1,3.30E-05,0.000170635
06/01/2019 5:00,272.53296,273.03232,1,3.42E-05,0.000397731
06/01/2019 6:00,272.74652,273.04578,1,3.49E-05,0.000665601
06/01/2019 7:00,272.97653,273.05875,7187,3.46E-05,0.000913398
06/01/2019 8:00,273.55365,273.07846,113903,2.89E-05,0.001006244
06/01/2019 9:00,274.32257,273.11475,472500,1.15E-05,0.001149904
06/01/2019 10:00,275.08325,273.15506,1064651,-2.97E-05,0.001287917
06/01/2019 11:00,275.36032,273.20166,1871313,-0.000100579,0.001338104
06/01/2019 12:00,275.4421,273.25272,2756665,-0.000174237,0.001384527
06/01/2019 13:00,274.76202,273.29303,3496494,-0.000240323,0.001402719
06/01/2019 14:00,274.29434,273.31992,3974742,-0.00028706,0.00141401
06/01/2019 15:00,273.42188,273.32214,4164460.5,-0.000315756,0.001414638
06/01/2019 16:00,272.4965,273.3038,4171287.5,-0.00032903,0.001414638
06/01/2019 17:00,271.71405,273.27914,4171287.5,-0.000336133,0.001414638
06/01/2019 18:00,271.12988,273.25317,4171287.5,-0.000338657,0.001415893
06/01/2019 19:00,271.81113,273.24554,4171287.5,-0.000341088,0.001511248
06/01/2019 20:00,271.81467,273.24063,4171287.5,-0.00034735,0.001619777
06/01/2019 21:00,271.72406,273.23615,4171287.5,-0.000356324,0.001739597
06/01/2019 22:00,271.48285,273.22943,4171287.5,-0.000365204,0.001957281
06/01/2019 23:00,271.10516,273.2187,4171287.5,-0.000375018,0.002057655
07/01/2019 0:00,270.74924,273.2057,4171287.5,-0.00038717,0.002105333
07/01/2019 1:00,270.29272,273.18866,1,-1.50E-05,1.51E-05
07/01/2019 2:00,269.85916,273.1694,1,-3.08E-05,2.32E-05
07/01/2019 3:00,269.33615,273.14835,1,-4.51E-05,2.89E-05
07/01/2019 4:00,268.62372,273.12238,1,-5.47E-05,3.20E-05
07/01/2019 5:00,267.42242,273.091,1,-5.98E-05,3.39E-05
07/01/2019 6:00,268.2937,273.04666,1,-6.11E-05,3.45E-05
07/01/2019 7:00,269.90326,273.00723,16529,-5.94E-05,3.58E-05
07/01/2019 8:00,268.4896,273.01126,259785,-5.87E-05,3.58E-05
07/01/2019 9:00,267.5236,273.05115,815645,-7.06E-05,3.64E-05
07/01/2019 10:00,270.67453,273.1022,1595718,-0.000107216,3.64E-05
07/01/2019 11:00,271.53464,273.1403,2397350,-0.000162833,3.64E-05
07/01/2019 12:00,271.93408,273.17792,3168080,-0.00021817,3.64E-05
07/01/2019 13:00,272.0235,273.21198,3867666.5,-0.000268365,3.64E-05
07/01/2019 14:00,271.64993,273.22406,4308186.5,-0.000309493,3.64E-05
07/01/2019 15:00,270.4604,273.20837,4510121.5,-0.00033361,3.64E-05
07/01/2019 16:00,271.47284,273.16403,4517667,-0.000338938,3.64E-05
07/01/2019 17:00,271.1028,273.10312,4517667,-0.000338844,3.64E-05
07/01/2019 18:00,270.78983,273.05023,4517667,-0.000337442,3.64E-05
07/01/2019 19:00,270.3127,273.00858,4517667,-0.000336507,3.83E-05
07/01/2019 20:00,270.03268,272.97052,4517667,-0.000335946,4.02E-05
07/01/2019 21:00,269.77795,272.9329,4517667,-0.000335759,4.20E-05
07/01/2019 22:00,269.7503,272.90106,4517667,-0.000335759,4.27E-05
07/01/2019 23:00,269.7356,272.8706,4517667,-0.000335666,4.33E-05
08/01/2019 0:00,269.66678,272.84283,4517667,-0.000335666,4.39E-05
08/01/2019 1:00,269.66794,272.82224,1,3.72E-07,1.88E-06
08/01/2019 2:00,269.70267,272.80252,1,1.31E-06,5.02E-06
08/01/2019 3:00,269.7697,272.7855,1,2.43E-06,1.00E-05
08/01/2019 4:00,269.83325,272.7734,1,3.36E-06,1.63E-05
08/01/2019 5:00,269.91092,272.7698,1,3.92E-06,2.20E-05
08/01/2019 6:00,269.67206,272.76846,1,3.92E-06,2.57E-05
08/01/2019 7:00,269.8756,272.76132,14014,4.49E-06,2.63E-05
08/01/2019 8:00,270.39685,272.78012,226369,4.11E-06,2.63E-05
08/01/2019 9:00,270.6157,272.8209,615148,9.20E-08,2.63E-05
08/01/2019 10:00,273.2289,272.87195,1125375,-1.77E-05,2.63E-05
08/01/2019 11:00,274.362,272.92212,1656083,-3.71E-05,2.89E-05
08/01/2019 12:00,274.67145,272.9696,2079356,-5.37E-05,5.77E-05
08/01/2019 13:00,274.76614,273.01306,2449450,-6.80E-05,0.000176283
08/01/2019 14:00,274.47437,273.03726,2599644,-8.15E-05,0.000375774
08/01/2019 15:00,274.3608,273.05563,2681208,-8.94E-05,0.000651173
08/01/2019 16:00,274.32492,273.06458,2684083,-9.43E-05,0.001080269
08/01/2019 17:00,274.4579,273.07758,2684083,-9.68E-05,0.001652397
08/01/2019 18:00,274.90146,273.0955,2684083,-9.63E-05,0.001964809
08/01/2019 19:00,274.34964,273.10892,2684083,-9.73E-05,0.002121015
08/01/2019 20:00,273.90723,273.117,2684083,-9.64E-05,0.00215991
08/01/2019 21:00,273.43893,273.12238,2684083,-9.29E-05,0.002173085
08/01/2019 22:00,272.73535,273.1197,2684083,-8.44E-05,0.002174966
08/01/2019 23:00,271.5046,273.1004,2684083,-7.28E-05,0.002178103
09/01/2019 0:00,270.74866,273.07397,2684083,-6.75E-05,0.0022377
09/01/2019 1:00,270.65982,273.05606,1,4.11E-06,0.000116058
09/01/2019 2:00,271.14105,273.04755,1,7.94E-06,0.000129232
09/01/2019 3:00,271.64346,273.04532,1,1.11E-05,0.000147425
09/01/2019 4:00,271.9782,273.0462,1,1.37E-05,0.000351936
09/01/2019 5:00,272.03763,273.04712,1,1.76E-05,0.000507513
09/01/2019 6:00,271.72522,273.04263,1,2.22E-05,0.000649292
09/01/2019 7:00,271.56522,273.03995,12577,2.66E-05,0.000902735
09/01/2019 8:00,272.81006,273.06235,148038,2.59E-05,0.001506228
09/01/2019 9:00,274.54553,273.10892,455253,2.27E-05,0.001521912
09/01/2019 10:00,276.5593,273.17792,1130765,-2.34E-06,0.001546377
09/01/2019 11:00,277.72235,273.24377,1982341,-5.56E-05,0.001563944
09/01/2019 12:00,277.97708,273.30603,2715343,-0.000100673,0.001567707
09/01/2019 13:00,278.10123,273.3719,3399838.5,-0.000139371,0.001571471
09/01/2019 14:00,277.60117,273.42252,3894974.5,-0.000164142,0.00157398
09/01/2019 15:00,276.15042,273.43237,4099424.5,-0.000166478,0.001574608
09/01/2019 16:00,273.95428,273.40146,4109126,-0.000159748,0.001574608
09/01/2019 17:00,272.06055,273.345,4109126,-0.000154046,0.001574608
09/01/2019 18:00,271.37167,273.29797,4109126,-0.000150027,0.001575235
09/01/2019 19:00,270.51276,273.2523,4109126,-0.000146195,0.00163044
09/01/2019 20:00,269.98798,273.2057,4109126,-0.000141801,0.001668708
09/01/2019 21:00,269.35498,273.1591,4109126,-0.000137221,0.001676235
09/01/2019 22:00,268.96317,273.1161,4109126,-0.000132921,0.001678119
09/01/2019 23:00,268.81668,273.078,4109126,-0.000128808,0.001679372
10/01/2019 0:00,269.02612,273.04578,4109126,-0.000124789,0.00168
10/01/2019 1:00,268.70728,273.01038,1,3.92E-06,1.26E-06
10/01/2019 2:00,268.98376,272.98483,1,7.57E-06,1.88E-06
10/01/2019 3:00,269.0014,272.95752,1,1.09E-05,2.51E-06
10/01/2019 4:00,269.9021,272.94946,1,1.36E-05,3.76E-06
10/01/2019 5:00,270.91986,272.95572,1,1.51E-05,8.78E-06
10/01/2019 6:00,271.29166,272.96155,1,1.59E-05,2.20E-05
10/01/2019 7:00,271.0928,272.96738,8624,1.52E-05,3.26E-05
10/01/2019 8:00,271.85703,272.98306,83721,8.78E-06,4.08E-05
10/01/2019 9:00,272.65887,273.00723,284219,-1.50E-05,7.72E-05
10/01/2019 10:00,273.0642,273.03232,569874,-5.22E-05,0.000121703
10/01/2019 11:00,273.55014,273.0592,934938,-0.000103851,0.000170635
10/01/2019 12:00,274.10315,273.09058,1363601,-0.000166946,0.000233369
10/01/2019 13:00,273.9584,273.117,1685906,-0.000219852,0.000303004
10/01/2019 14:00,273.65308,273.1367,1888200,-0.000260326,0.000367619
10/01/2019 15:00,273.29306,273.1452,2001385,-0.000284162,0.000388321
10/01/2019 16:00,272.81418,273.14386,2008930,-0.00029379,0.000393339
10/01/2019 17:00,272.49707,273.14075,2008930,-0.000297903,0.000400867
10/01/2019 18:00,272.1947,273.1367,2008930,-0.000299305,0.000412159
10/01/2019 19:00,271.9523,273.1358,2008930,-0.000300613,0.000456072
10/01/2019 20:00,271.6711,273.1358,2008930,-0.000302483,0.000479911
10/01/2019 21:00,271.7317,273.1367,2008930,-0.000303885,0.00049434
10/01/2019 22:00,271.85876,273.1358,2008930,-0.000306035,0.000508141
10/01/2019 23:00,271.70346,273.13223,2008930,-0.000308933,0.000518179
11/01/2019 0:00,271.44992,273.1228,2008930,-0.000313326,0.00052508
11/01/2019 1:00,271.28284,273.1161,1,-8.51E-06,3.76E-06
11/01/2019 2:00,271.20105,273.10983,1,-1.66E-05,6.28E-06
11/01/2019 3:00,271.07104,273.10086,1,-2.42E-05,8.16E-06
11/01/2019 4:00,270.99692,273.0946,1,-3.03E-05,9.41E-06
11/01/2019 5:00,270.9469,273.08698,1,-3.68E-05,1.25E-05
11/01/2019 6:00,270.9675,273.08115,1,-4.37E-05,2.07E-05
11/01/2019 7:00,271.46167,273.0798,10780,-5.19E-05,5.90E-05
11/01/2019 8:00,271.827,273.09146,144445,-6.95E-05,9.10E-05
11/01/2019 9:00,272.3306,273.11386,473937,-0.000108618,0.000126723
11/01/2019 10:00,272.7365,273.14386,906911,-0.000154327,0.000161225
11/01/2019 11:00,272.81476,273.16357,1187536,-0.000197231,0.000197612
11/01/2019 12:00,273.1807,273.1927,1568410,-0.000242847,0.000235878
11/01/2019 13:00,273.31305,273.216,1897543,-0.00029192,0.000265364
11/01/2019 14:00,273.21832,273.23434,2134691,-0.000333983,0.000282928
11/01/2019 15:00,272.60886,273.23883,2279854,-0.000363147,0.000297356
11/01/2019 16:00,271.354,273.22272,2288477,-0.000374271,0.000301121
11/01/2019 17:00,272.6724,273.1833,2288477,-0.00037586,0.000301121
11/01/2019 18:00,272.32413,273.13312,2288477,-0.000374925,0.000301121
11/01/2019 19:00,272.07233,273.07355,2288477,-0.000372588,0.000301121
11/01/2019 20:00,271.8123,273.02023,2288477,-0.000370719,0.000301121
11/01/2019 21:00,271.55228,272.96918,2288477,-0.000369597,0.000301121
11/01/2019 22:00,271.37872,272.92123,2288477,-0.000368849,0.000301121
11/01/2019 23:00,271.33694,272.88,2288477,-0.000367634,0.000302376
12/01/2019 0:00,271.42227,272.85223,2288477,-0.000365671,0.000302376
12/01/2019 1:00,271.4352,272.82983,1,2.24E-06,1.86E-09
12/01/2019 2:00,271.19928,272.81238,1,4.11E-06,6.28E-07
12/01/2019 3:00,270.06857,272.7985,1,5.61E-06,7.53E-06
12/01/2019 4:00,269.67032,272.79312,1,6.35E-06,3.70E-05
12/01/2019 5:00,269.50674,272.79535,1,6.07E-06,9.28E-05
12/01/2019 6:00,269.7915,272.80118,1,4.58E-06,0.000138642
12/01/2019 7:00,269.86975,272.8061,10780,2.34E-06,0.000180045
12/01/2019 8:00,270.6098,272.82358,118215,-1.59E-06,0.000196356
12/01/2019 9:00,271.8382,272.8518,375485,-1.36E-05,0.000208903
12/01/2019 10:00,273.16068,272.89166,805944,-3.87E-05,0.000216432
12/01/2019 11:00,273.83194,272.93152,1281318,-6.87E-05,0.000222705
12/01/2019 12:00,274.45966,272.97498,1799090,-9.86E-05,0.000227096
12/01/2019 13:00,274.88617,273.02158,2346686,-0.000128154,0.000228979
12/01/2019 14:00,274.72202,273.0592,2768522,-0.000153766,0.000230232
12/01/2019 15:00,273.75897,273.06772,2926621,-0.000174517,0.00023086
12/01/2019 16:00,272.6859,273.06458,2937759,-0.000187604,0.000231488
12/01/2019 17:00,271.65405,273.05606,2937759,-0.00019452,0.000232115
12/01/2019 18:00,271.6552,273.05115,2937759,-0.00019667,0.000233369
12/01/2019 19:00,272.4759,273.05023,2937759,-0.000197792,0.000237761
12/01/2019 20:00,272.7077,273.0507,2937759,-0.000198259,0.00024027
12/01/2019 21:00,272.1694,273.04578,2937759,-0.000198727,0.000240898
12/01/2019 22:00,272.51178,273.03232,2937759,-0.00019854,0.000240898
12/01/2019 23:00,272.89243,273.00992,2937759,-0.000197418,0.000240898
13/01/2019 0:00,272.84946,272.98752,2937759,-0.000195829,0.000240898
13/01/2019 1:00,272.07938,272.9611,1,2.24E-06,1.86E-09
13/01/2019 2:00,272.55356,272.93826,1,4.95E-06,1.86E-09
13/01/2019 3:00,273.2148,272.93692,1,6.64E-06,1.88E-06
13/01/2019 4:00,273.51013,272.9423,1,7.48E-06,2.01E-05
13/01/2019 5:00,273.69778,272.94678,1,7.85E-06,5.40E-05
13/01/2019 6:00,273.32657,272.9517,1,7.94E-06,0.000110412
13/01/2019 7:00,272.64417,272.95752,9702,7.85E-06,0.000127349
13/01/2019 8:00,273.3001,272.97946,92345,6.73E-06,0.000164362
13/01/2019 9:00,274.85263,273.03098,367580,1.12E-06,0.000168754
13/01/2019 10:00,276.58868,273.1004,952904,-2.29E-05,0.000168754
13/01/2019 11:00,277.22583,273.1703,1700997,-7.07E-05,0.000168754
13/01/2019 12:00,277.60645,273.25854,2630904,-0.000125069,0.000168754
13/01/2019 13:00,277.55527,273.33917,3427865,-0.000175919,0.000170009
13/01/2019 14:00,276.64047,273.40683,4012470,-0.000208542,0.000170009
13/01/2019 15:00,275.678,273.42743,4257163.5,-0.000219011,0.000170009
13/01/2019 16:00,274.47437,273.40146,4272973.5,-0.000220787,0.000170009
13/01/2019 17:00,273.85547,273.33112,4272973.5,-0.000219759,0.000170009
13/01/2019 18:00,274.16843,273.2814,4272973.5,-0.000216767,0.000170009
13/01/2019 19:00,273.49072,273.23883,4272973.5,-0.00021387,0.000170009
13/01/2019 20:00,273.48425,273.23212,4272973.5,-0.000212374,0.000170009
13/01/2019 21:00,273.31424,273.24197,4272973.5,-0.000212187,0.000183182
13/01/2019 22:00,273.83606,273.25272,4272973.5,-0.000212561,0.000272891
13/01/2019 23:00,274.8444,273.2684,4272973.5,-0.000214431,0.000348799
14/01/2019 0:00,276.08276,273.28677,4272973.5,-0.000220226,0.000364482
14/01/2019 1:00,277.00345,273.31992,1,-1.54E-05,0.000149306
14/01/2019 2:00,277.02405,273.35846,1,-3.61E-05,0.000399612
14/01/2019 3:00,276.9252,273.3943,1,-5.10E-05,0.00093912
14/01/2019 4:00,276.93933,273.43057,1,-6.01E-05,0.001523795
14/01/2019 5:00,276.7893,273.4615,1,-6.31E-05,0.001959791
14/01/2019 6:00,276.55164,273.48834,1,-6.10E-05,0.002314234
14/01/2019 7:00,276.8852,273.52554,14014,-6.37E-05,0.002464166
14/01/2019 8:00,277.3676,273.58646,209481,-6.99E-05,0.002658013
14/01/2019 9:00,278.70364,273.73608,681980,-9.24E-05,0.002712591
14/01/2019 10:00,280.23734,274.0595,1503015,-0.000150121,0.002713846
14/01/2019 11:00,281.43274,274.69965,2504785,-0.000250137,0.002758386
14/01/2019 12:00,280.4991,275.1064,3372171,-0.000325104,0.003013711
14/01/2019 13:00,279.70197,275.312,4114875,-0.000416708,0.003210066
14/01/2019 14:00,279.6449,275.38773,4629054.5,-0.000503265,0.003220731
14/01/2019 15:00,278.61304,275.2399,4862609.5,-0.000535887,0.003220731
14/01/2019 16:00,277.60764,274.66965,4882371.5,-0.000537289,0.003220731
14/01/2019 17:00,277.32526,273.81894,4882371.5,-0.000536541,0.003220731
14/01/2019 18:00,276.6399,273.51883,4882371.5,-0.000534578,0.003257116
14/01/2019 19:00,273.99664,273.45117,4882371.5,-0.000534485,0.003514323
14/01/2019 20:00,273.56543,273.44894,4882371.5,-0.000532896,0.003753964
14/01/2019 21:00,273.0289,273.4588,4882371.5,-0.000531494,0.004491709
14/01/2019 22:00,273.11008,273.47177,4882371.5,-0.000530839,0.005384403
14/01/2019 23:00,273.2107,273.46594,4882371.5,-0.000530933,0.005698071
15/01/2019 0:00,272.9677,273.44803,4882371.5,-0.000535981,0.005722537
15/01/2019 1:00,271.63992,273.39697,1,-2.81E-06,1.86E-09
15/01/2019 2:00,270.5439,273.32797,1,-6.08E-06,1.86E-09
15/01/2019 3:00,269.56323,273.2523,1,-3.74E-06,1.86E-09
15/01/2019 4:00,268.79492,273.1721,1,-9.36E-07,1.86E-09
15/01/2019 5:00,268.34015,273.09772,1,1.77E-06,1.86E-09
15/01/2019 6:00,267.96835,273.0319,1,4.49E-06,1.86E-09
15/01/2019 7:00,267.96777,272.97812,27309,7.01E-06,1.86E-09
15/01/2019 8:00,270.9387,273.00546,325899,7.76E-06,1.86E-09
15/01/2019 9:00,273.13834,273.08517,974103,-2.52E-05,1.86E-09
15/01/2019 10:00,274.97617,273.16852,1872750,-0.000116937,1.26E-06
15/01/2019 11:00,276.15747,273.25452,2877035,-0.0002163,2.51E-06
15/01/2019 12:00,276.47516,273.3544,3872696.5,-0.000297248,2.51E-06
15/01/2019 13:00,276.73166,273.4413,4683311,-0.00036698,2.51E-06
15/01/2019 14:00,276.654,273.51523,5264323.5,-0.000418016,2.51E-06
15/01/2019 15:00,275.81097,273.543,5536684,-0.000446246,2.51E-06
15/01/2019 16:00,274.32904,273.49014,5558961.5,-0.000455219,2.51E-06
15/01/2019 17:00,273.45483,273.4476,5558961.5,-0.000459519,2.51E-06
15/01/2019 18:00,272.793,273.40952,5558961.5,-0.000461575,2.51E-06
15/01/2019 19:00,273.34305,273.3853,5558961.5,-0.000465127,2.51E-06
15/01/2019 20:00,273.40012,273.35306,5558961.5,-0.000470642,2.51E-06
15/01/2019 21:00,273.34775,273.32977,5558961.5,-0.000477372,2.51E-06
15/01/2019 22:00,273.00714,273.30603,5558961.5,-0.000484009,2.51E-06
15/01/2019 23:00,272.67944,273.27646,5558961.5,-0.000489337,2.51E-06
16/01/2019 0:00,272.72946,273.25183,5558961.5,-0.000494104,2.51E-06
16/01/2019 1:00,273.15128,273.24017,1,-5.33E-06,1.86E-09
16/01/2019 2:00,273.16187,273.21957,1,-1.09E-05,1.86E-09
16/01/2019 3:00,273.3313,273.2039,1,-1.65E-05,1.86E-09
